,VSI_Motor_Speed_RR,VSI_Motor_Speed_RL,VSI_Motor_Speed_FR,VSI_Motor_Speed_FL,VSI_TrqFeedback_RR,VSI_TrqFeedback_RL,VSI_TrqFeedback_FR,VSI_TrqFeedback_FL
86.6,3715.0,3410.0,2810.0,3044.0,8.92584,8.4084,8.66712,8.66712
86.61,3730.0,3417.0,2830.0,3064.0,8.53776,8.53776,8.66712,8.4084
86.62,3747.0,3453.0,2854.0,3065.0,8.4084,8.4084,8.53776,8.53776
86.63,3787.0,3482.0,2861.0,3076.0,8.4084,8.53776,8.53776,8.66712
86.64,3767.0,3498.0,2894.0,3098.0,8.4084,8.53776,8.79648,8.4084
86.65,3857.0,3505.0,2904.0,3132.0,8.4084,8.4084,8.27904,8.66712
86.66,3845.0,3558.0,2918.0,3157.0,8.27904,8.66712,8.53776,8.53776
86.67,3884.0,3565.0,2924.0,3175.0,8.92584,8.53776,8.4084,8.4084
86.68,3902.0,3604.0,2946.0,3176.0,8.53776,8.53776,8.66712,8.53776
86.69,3909.0,3606.0,2953.0,3195.0,8.66712,8.66712,8.27904,8.53776
86.7,3982.0,3640.0,2966.0,3212.0,8.66712,8.53776,8.53776,8.4084
86.71,3977.0,3650.0,2995.0,3246.0,8.02032,8.53776,8.79648,8.66712
86.72,3983.0,3676.0,3012.0,3261.0,8.53776,8.66712,8.66712,8.66712
86.73,4005.0,3681.0,3023.0,3275.0,8.66712,8.27904,8.66712,8.53776
86.74,4010.0,3720.0,3047.0,3271.0,8.27904,8.92584,8.4084,8.66712
86.75,4076.0,3714.0,3065.0,3295.0,8.79648,8.27904,8.4084,8.27904
86.76,4074.0,3768.0,3085.0,3317.0,8.66712,8.53776,8.53776,8.79648
86.77,4076.0,3774.0,3105.0,3341.0,8.4084,8.53776,8.66712,8.53776
86.78,4127.0,3791.0,3123.0,3347.0,8.79648,8.66712,8.53776,8.53776
86.79,4145.0,3809.0,3139.0,3365.0,8.4084,8.79648,8.53776,8.53776
86.8,4183.0,3836.0,3160.0,3357.0,8.66712,8.53776,8.66712,8.53776
86.81,4194.0,3816.0,3183.0,3403.0,8.4084,8.4084,8.66712,8.53776
86.82,4190.0,3871.0,3208.0,3414.0,8.27904,8.66712,8.66712,8.53776
86.83,4244.0,3873.0,3215.0,3437.0,8.4084,8.53776,8.53776,8.66712
86.84,4278.0,3892.0,3228.0,3436.0,8.53776,8.4084,8.53776,8.53776
86.85,4259.0,3894.0,3237.0,3439.0,8.27904,8.4084,8.92584,8.66712
86.86,4296.0,3905.0,3262.0,3445.0,8.66712,8.4084,8.4084,8.14968
86.87,4321.0,3954.0,3278.0,3475.0,8.4084,8.66712,8.53776,8.53776
86.88,4353.0,3932.0,3311.0,3502.0,8.79648,8.4084,8.53776,8.53776
86.89,4371.0,3987.0,3316.0,3509.0,8.79648,8.66712,8.53776,8.66712
86.9,4381.0,3999.0,3338.0,3494.0,8.4084,8.4084,8.4084,8.4084
86.91,4373.0,3993.0,3349.0,3531.0,8.4084,8.14968,8.53776,8.4084
86.92,4422.0,4033.0,3353.0,3551.0,8.53776,8.14968,8.4084,8.4084
86.93,4430.0,4003.0,3365.0,3575.0,8.79648,8.27904,8.4084,8.66712
86.94,4418.0,4065.0,3383.0,3592.0,8.4084,8.79648,8.53776,8.53776
86.95,4455.0,4040.0,3390.0,3581.0,8.53776,8.53776,8.53776,8.53776
86.96,4488.0,4099.0,3405.0,3597.0,8.53776,8.4084,8.53776,8.53776
86.97,4513.0,4080.0,3426.0,3617.0,8.66712,8.79648,8.79648,8.53776
86.98,4496.0,4112.0,3452.0,3644.0,8.53776,8.14968,8.66712,8.4084
86.99,4544.0,4117.0,3479.0,3649.0,8.66712,8.53776,8.53776,8.27904
87.0,4551.0,4131.0,3492.0,3642.0,8.27904,8.53776,8.53776,8.27904
87.01,4587.0,4170.0,3501.0,3664.0,8.92584,8.53776,8.53776,8.4084
87.02,4567.0,4161.0,3512.0,3677.0,8.66712,8.4084,8.4084,8.53776
87.03,4600.0,4167.0,3534.0,3717.0,8.66712,8.79648,8.53776,8.53776
87.04,4618.0,4162.0,3549.0,3710.0,8.4084,8.53776,8.53776,8.66712
87.05,4646.0,4223.0,3559.0,3716.0,8.79648,8.92584,8.53776,8.66712
87.06,4652.0,4202.0,3558.0,3722.0,8.53776,8.4084,8.66712,8.27904
87.07,4657.0,4193.0,3579.0,3740.0,8.4084,8.66712,8.66712,8.92584
87.08,4697.0,4264.0,3591.0,3775.0,8.53776,8.79648,8.53776,8.66712
87.09,4686.0,4246.0,3608.0,3771.0,8.53776,8.4084,8.53776,8.4084
87.1,4690.0,4257.0,3632.0,3766.0,8.53776,8.79648,8.53776,8.27904
87.11,4693.0,4297.0,3632.0,3785.0,8.53776,8.53776,8.79648,8.4084
87.12,4738.0,4263.0,3642.0,3819.0,8.53776,8.14968,8.4084,8.4084
87.13,4740.0,4315.0,3658.0,3839.0,8.92584,8.79648,8.66712,8.53776
87.14,4727.0,4302.0,3672.0,3839.0,8.27904,8.27904,8.53776,8.79648
87.15,4780.0,4312.0,3675.0,3830.0,8.53776,8.53776,8.4084,8.53776
87.16,4791.0,4331.0,3666.0,3849.0,8.53776,8.53776,8.66712,8.66712
87.17,4802.0,4329.0,3691.0,3874.0,8.79648,8.53776,8.66712,8.53776
87.18,4790.0,4349.0,3698.0,3888.0,8.4084,8.4084,8.4084,8.79648
87.19,4821.0,4363.0,3719.0,3877.0,8.53776,8.53776,8.53776,8.4084
87.2,4854.0,4348.0,3738.0,3889.0,8.79648,8.53776,8.66712,8.4084
87.21,4846.0,4356.0,3755.0,3899.0,8.4084,8.4084,8.4084,8.4084
87.22,4848.0,4391.0,3766.0,3935.0,8.79648,8.53776,8.27904,8.79648
87.23,4892.0,4397.0,3783.0,3930.0,8.4084,8.53776,8.53776,8.27904
87.24,4894.0,4392.0,3802.0,3921.0,8.66712,8.4084,8.66712,8.66712
87.25,4881.0,4400.0,3813.0,3944.0,8.4084,8.4084,8.66712,8.4084
87.26,4880.0,4442.0,3820.0,3947.0,8.92584,8.66712,8.53776,8.27904
87.27,4916.0,4433.0,3832.0,3981.0,8.53776,8.27904,8.4084,8.4084
87.28,4915.0,4427.0,3848.0,3975.0,8.79648,8.53776,8.27904,8.53776
87.29,4904.0,4473.0,3856.0,3960.0,8.53776,8.53776,8.92584,8.66712
87.3,4938.0,4461.0,3866.0,3991.0,8.27904,8.4084,8.66712,8.66712
87.31,4961.0,4464.0,3882.0,4026.0,8.4084,8.53776,8.27904,9.0552
87.32,4954.0,4493.0,3886.0,4037.0,8.53776,8.92584,8.66712,8.79648
87.33,4981.0,4481.0,3911.0,4021.0,8.92584,8.4084,8.53776,7.89096
87.34,5007.0,4503.0,3919.0,4030.0,8.4084,8.53776,8.66712,8.53776
87.35,5024.0,4502.0,3922.0,4052.0,8.4084,8.66712,8.66712,8.66712
87.36,4994.0,4518.0,3923.0,4068.0,8.02032,8.66712,8.4084,8.66712
87.37,5029.0,4498.0,3929.0,4062.0,8.79648,8.66712,8.79648,8.4084
87.38,5060.0,4527.0,3952.0,4063.0,8.02032,8.66712,8.4084,8.27904
87.39,5054.0,4552.0,3961.0,4076.0,9.0552,8.27904,8.27904,8.66712
87.4,5032.0,4528.0,3965.0,4108.0,8.53776,8.53776,8.66712,8.4084
87.41,5073.0,4509.0,3993.0,4111.0,8.14968,8.66712,8.66712,8.66712
87.42,5095.0,4568.0,3998.0,4086.0,8.79648,8.4084,8.53776,8.4084
87.43,5077.0,4547.0,4008.0,4109.0,8.14968,8.53776,8.66712,8.92584
87.44,5079.0,4538.0,4020.0,4123.0,8.27904,8.53776,8.53776,8.27904
87.45,5118.0,4581.0,4026.0,4134.0,8.02032,8.66712,8.14968,8.53776
87.46,5136.0,4595.0,4047.0,4137.0,8.66712,8.53776,8.27904,9.0552
87.47,5106.0,4581.0,4065.0,4117.0,8.66712,8.14968,8.53776,8.4084
87.48,5139.0,4611.0,4071.0,4146.0,8.27904,8.66712,8.66712,8.66712
87.49,5152.0,4611.0,4070.0,4180.0,8.79648,8.4084,8.4084,8.79648
87.5,5155.0,4639.0,4083.0,4181.0,8.53776,8.66712,8.79648,8.79648
87.51,5161.0,4607.0,4107.0,4161.0,8.92584,8.53776,8.27904,8.53776
87.52,5199.0,4638.0,4111.0,4179.0,8.27904,8.4084,8.4084,8.4084
87.53,5204.0,4617.0,4114.0,4207.0,8.4084,8.53776,8.14968,8.4084
87.54,5183.0,4646.0,4130.0,4213.0,9.0552,8.53776,8.66712,8.53776
87.55,5210.0,4653.0,4138.0,4202.0,8.53776,8.66712,8.66712,8.66712
87.56,5232.0,4657.0,4133.0,4203.0,8.66712,8.53776,8.4084,8.53776
87.57,5208.0,4636.0,4141.0,4234.0,8.66712,8.4084,8.79648,8.53776
87.58,5210.0,4676.0,4132.0,4249.0,8.66712,8.53776,8.79648,8.66712
87.59,5255.0,4671.0,4139.0,4225.0,8.27904,8.53776,8.4084,8.53776
87.6,5248.0,4669.0,4159.0,4226.0,8.4084,8.4084,8.4084,8.4084
87.61,5247.0,4674.0,4160.0,4234.0,8.79648,8.53776,8.66712,8.53776
87.62,5266.0,4680.0,4168.0,4252.0,8.79648,8.4084,8.66712,8.53776
87.63,5294.0,4710.0,4188.0,4264.0,8.53776,8.53776,8.53776,8.66712
87.64,5267.0,4710.0,4200.0,4235.0,8.27904,8.4084,8.66712,8.4084
87.65,5280.0,4722.0,4217.0,4262.0,8.79648,8.4084,8.66712,8.4084
87.66,5315.0,4745.0,4211.0,4282.0,8.92584,8.53776,8.79648,8.66712
87.67,5337.0,4743.0,4218.0,4289.0,9.57264,8.53776,8.66712,8.4084
87.68,5300.0,4737.0,4232.0,4260.0,8.4084,8.53776,8.79648,8.66712
87.69,5354.0,4741.0,4238.0,4264.0,8.4084,8.66712,8.4084,8.53776
87.7,5342.0,4755.0,4252.0,4306.0,8.27904,8.4084,8.53776,8.53776
87.71,5331.0,4765.0,4254.0,4317.0,8.02032,8.53776,8.53776,8.66712
87.72,5324.0,4736.0,4258.0,4302.0,8.27904,8.27904,8.66712,8.66712
87.73,5360.0,4767.0,4283.0,4299.0,8.53776,8.4084,8.4084,8.4084
87.74,5364.0,4795.0,4279.0,4329.0,8.4084,8.27904,8.79648,8.92584
87.75,5324.0,4769.0,4268.0,4346.0,8.4084,8.53776,8.4084,8.53776
87.76,5397.0,4754.0,4272.0,4324.0,9.0552,8.4084,8.53776,8.53776
87.77,5398.0,4792.0,4276.0,4329.0,9.0552,8.53776,8.66712,8.53776
87.78,5379.0,4796.0,4275.0,4342.0,8.53776,8.4084,8.14968,8.14968
87.79,5399.0,4780.0,4289.0,4350.0,8.53776,8.53776,8.53776,8.79648
87.8,5421.0,4791.0,4309.0,4348.0,8.66712,8.66712,8.66712,8.53776
87.81,5411.0,4804.0,4315.0,4341.0,9.0552,8.66712,8.79648,8.27904
87.82,5394.0,4816.0,4328.0,4350.0,8.79648,8.53776,8.4084,8.14968
87.83,5450.0,4808.0,4333.0,4381.0,9.18456,8.27904,8.27904,8.79648
87.84,5448.0,4833.0,4336.0,4385.0,8.66712,8.4084,8.66712,8.66712
87.85,5423.0,4824.0,4349.0,4342.0,8.66712,8.66712,8.4084,8.79648
87.86,5462.0,4841.0,4359.0,4365.0,8.14968,8.4084,8.27904,8.53776
87.87,5442.0,4814.0,4359.0,4390.0,8.14968,8.53776,8.53776,8.53776
87.88,5429.0,4830.0,4368.0,4397.0,7.7616,8.4084,8.66712,8.4084
87.89,5437.0,4855.0,4382.0,4371.0,8.27904,8.4084,8.66712,8.66712
87.9,5486.0,4857.0,4395.0,4392.0,8.27904,8.53776,8.53776,8.4084
87.91,5458.0,4829.0,4399.0,4416.0,8.53776,8.4084,8.53776,8.66712
87.92,5465.0,4860.0,4394.0,4426.0,8.4084,8.53776,8.53776,8.53776
87.93,5517.0,4873.0,4403.0,4406.0,9.0552,8.79648,8.53776,8.4084
87.94,5502.0,4863.0,4404.0,4406.0,8.92584,8.92584,8.53776,8.4084
87.95,5488.0,4869.0,4412.0,4432.0,8.4084,8.66712,8.53776,8.53776
87.96,5512.0,4869.0,4408.0,4446.0,7.89096,8.53776,8.4084,8.53776
87.97,5549.0,4883.0,4424.0,4417.0,8.92584,8.53776,8.79648,8.4084
87.98,5500.0,4890.0,4448.0,4417.0,8.92584,8.4084,8.79648,8.79648
87.99,5521.0,4892.0,4452.0,4458.0,8.53776,8.66712,8.66712,8.66712
88.0,5568.0,4908.0,4442.0,4466.0,8.27904,8.66712,8.53776,8.4084
88.01,5499.0,4894.0,4459.0,4434.0,8.02032,8.53776,8.4084,8.53776
88.02,5532.0,4895.0,4478.0,4446.0,8.79648,8.53776,8.53776,8.4084
88.03,5557.0,4887.0,4484.0,4449.0,8.66712,8.53776,8.4084,8.4084
88.04,5546.0,4926.0,4475.0,4494.0,8.14968,8.53776,8.66712,8.53776
88.05,5521.0,4889.0,4486.0,4465.0,8.02032,8.4084,8.4084,8.53776
88.06,5570.0,4897.0,4484.0,4459.0,8.79648,8.66712,8.53776,8.4084
88.07,5575.0,4917.0,4491.0,4495.0,9.44328,8.79648,8.4084,8.79648
88.08,5536.0,4911.0,4479.0,4509.0,8.27904,8.53776,8.53776,8.4084
88.09,5585.0,4908.0,4499.0,4495.0,8.27904,8.53776,8.4084,8.53776
88.1,5611.0,4938.0,4505.0,4473.0,9.31392,8.53776,8.53776,8.53776
88.11,5576.0,4916.0,4505.0,4506.0,8.27904,8.53776,8.53776,8.4084
88.12,5591.0,4928.0,4504.0,4532.0,7.63224,8.66712,8.53776,8.4084
88.13,5625.0,4932.0,4502.0,4503.0,8.79648,8.53776,8.53776,8.53776
88.14,5584.0,4947.0,4509.0,4495.0,8.79648,8.66712,8.53776,8.4084
88.15,5583.0,4942.0,4517.0,4521.0,7.7616,8.4084,8.66712,8.53776
88.16,5626.0,4945.0,4515.0,4526.0,8.27904,8.53776,8.27904,8.4084
88.17,5598.0,4947.0,4527.0,4504.0,8.53776,8.66712,8.53776,8.53776
88.18,5595.0,4943.0,4544.0,4504.0,7.7616,8.27904,8.66712,8.27904
88.19,5630.0,4976.0,4553.0,4523.0,9.18456,8.53776,8.4084,8.53776
88.2,5640.0,4936.0,4545.0,4547.0,8.02032,8.66712,8.4084,8.27904
88.21,5595.0,4934.0,4553.0,4536.0,7.89096,8.4084,8.66712,8.4084
88.22,5639.0,4970.0,4558.0,4516.0,9.18456,8.4084,8.53776,8.4084
88.23,5661.0,4961.0,4566.0,4560.0,7.89096,8.4084,8.53776,8.53776
88.24,5620.0,4928.0,4573.0,4572.0,8.79648,8.53776,8.66712,8.53776
88.25,5649.0,4962.0,4566.0,4567.0,8.14968,8.4084,8.4084,8.66712
88.26,5689.0,4967.0,4586.0,4542.0,8.53776,8.53776,8.4084,8.4084
88.27,5652.0,4977.0,4586.0,4569.0,9.18456,8.53776,8.66712,8.92584
88.28,5639.0,4979.0,4584.0,4587.0,8.02032,8.53776,8.53776,8.4084
88.29,5677.0,4973.0,4578.0,4572.0,9.0552,8.4084,8.66712,8.27904
88.3,5650.0,4980.0,4575.0,4559.0,7.7616,8.66712,8.66712,8.4084
88.31,5628.0,4995.0,4588.0,4586.0,8.4084,8.66712,8.53776,8.53776
88.32,5675.0,4979.0,4591.0,4606.0,8.27904,8.66712,8.4084,8.66712
88.33,5702.0,4994.0,4596.0,4576.0,8.4084,8.27904,8.4084,8.4084
88.34,5637.0,5000.0,4610.0,4566.0,8.79648,8.66712,8.66712,8.66712
88.35,5691.0,4985.0,4619.0,4599.0,8.02032,8.4084,8.66712,8.53776
88.36,5728.0,4995.0,4601.0,4626.0,8.66712,8.27904,8.4084,8.66712
88.37,5648.0,5019.0,4611.0,4592.0,7.89096,8.66712,8.4084,8.53776
88.38,5695.0,4981.0,4627.0,4593.0,8.79648,8.27904,8.66712,8.53776
88.39,5745.0,4977.0,4625.0,4604.0,8.14968,8.4084,8.66712,8.53776
88.4,5665.0,5014.0,4618.0,4644.0,8.4084,8.53776,8.66712,8.53776
88.41,5699.0,4985.0,4636.0,4608.0,7.89096,8.4084,8.27904,8.4084
88.42,5750.0,4982.0,4636.0,4614.0,8.79648,8.4084,8.66712,8.4084
88.43,5694.0,5029.0,4636.0,4638.0,8.4084,8.79648,8.53776,8.4084
88.44,5663.0,5015.0,4634.0,4657.0,8.14968,8.27904,8.4084,8.4084
88.45,5724.0,5015.0,4647.0,4638.0,8.27904,8.27904,8.27904,8.79648
88.46,5768.0,5017.0,4623.0,4638.0,8.92584,8.4084,8.4084,8.53776
88.47,5645.0,5042.0,4633.0,4653.0,8.53776,8.4084,8.53776,8.27904
88.48,5724.0,5047.0,4650.0,4670.0,9.0552,8.79648,8.66712,8.4084
88.49,5791.0,5038.0,4649.0,4652.0,9.18456,8.66712,8.66712,8.53776
88.5,5687.0,5038.0,4655.0,4651.0,8.14968,8.27904,8.53776,8.4084
88.51,5729.0,5038.0,4677.0,4672.0,8.92584,8.66712,8.4084,8.53776
88.52,5778.0,5058.0,4671.0,4687.0,8.14968,8.53776,8.53776,8.4084
88.53,5712.0,5027.0,4679.0,4665.0,9.0552,8.53776,8.53776,8.4084
88.54,5724.0,5028.0,4697.0,4661.0,7.89096,8.4084,8.4084,8.66712
88.55,5768.0,5064.0,4692.0,4690.0,8.79648,8.27904,8.92584,8.53776
88.56,5768.0,5030.0,4687.0,4707.0,8.66712,8.66712,8.27904,8.4084
88.57,5691.0,5059.0,4692.0,4667.0,8.14968,8.4084,8.53776,8.53776
88.58,5745.0,5062.0,4704.0,4695.0,9.0552,8.53776,8.53776,8.27904
88.59,5798.0,5049.0,4699.0,4715.0,8.02032,8.53776,8.27904,8.53776
88.6,5687.0,5052.0,4702.0,4716.0,8.92584,8.4084,8.66712,8.53776
88.61,5743.0,5065.0,4705.0,4686.0,7.89096,8.53776,8.4084,8.53776
88.62,5800.0,5070.0,4722.0,4705.0,8.79648,8.66712,8.53776,8.53776
88.63,5696.0,5070.0,4714.0,4739.0,8.27904,8.53776,8.53776,8.53776
88.64,5747.0,5081.0,4710.0,4736.0,8.4084,8.4084,8.4084,8.53776
88.65,5822.0,5087.0,4705.0,4701.0,9.83136,8.53776,8.66712,8.53776
88.66,5707.0,5091.0,4726.0,4725.0,8.02032,8.27904,8.53776,8.79648
88.67,5738.0,5104.0,4725.0,4743.0,8.79648,8.79648,8.53776,8.66712
88.68,5819.0,5067.0,4728.0,4725.0,8.53776,8.14968,8.4084,8.53776
88.69,5783.0,5107.0,4742.0,4704.0,8.02032,8.79648,8.79648,8.4084
88.7,5704.0,5093.0,4761.0,4731.0,8.66712,8.4084,8.53776,8.27904
88.71,5782.0,5074.0,4744.0,4764.0,8.02032,8.79648,8.66712,8.53776
88.72,5827.0,5111.0,4747.0,4740.0,8.92584,8.4084,8.27904,8.53776
88.73,5700.0,5074.0,4755.0,4720.0,8.4084,8.53776,8.66712,8.4084
88.74,5780.0,5105.0,4759.0,4770.0,8.27904,8.27904,8.27904,8.27904
88.75,5832.0,5125.0,4753.0,4777.0,9.57264,8.79648,8.53776,8.53776
88.76,5736.0,5109.0,4764.0,4759.0,8.14968,8.27904,8.4084,8.79648
88.77,5776.0,5113.0,4772.0,4755.0,8.66712,8.79648,8.79648,8.66712
88.78,5828.0,5103.0,4775.0,4787.0,9.18456,8.14968,8.53776,8.53776
88.79,5752.0,5125.0,4762.0,4796.0,8.02032,8.79648,8.66712,8.66712
88.8,5818.0,5121.0,4755.0,4759.0,8.79648,8.27904,8.4084,8.27904
88.81,5818.0,5122.0,4768.0,4778.0,9.57264,8.79648,8.53776,8.66712
88.82,5773.0,5095.0,4777.0,4802.0,8.02032,8.27904,8.66712,8.79648
88.83,5814.0,5123.0,4770.0,4792.0,8.79648,8.66712,8.4084,8.53776
88.84,5853.0,5133.0,4781.0,4762.0,9.31392,8.53776,8.66712,8.53776
88.85,5746.0,5115.0,4795.0,4791.0,8.02032,8.66712,8.53776,8.4084
88.86,5782.0,5116.0,4780.0,4812.0,8.79648,8.4084,8.79648,8.53776
88.87,5852.0,5132.0,4777.0,4804.0,8.92584,8.4084,8.79648,8.66712
88.88,5786.0,5117.0,4790.0,4764.0,8.27904,8.53776,8.79648,8.4084
88.89,5794.0,5119.0,4794.0,4803.0,8.4084,8.66712,8.4084,8.79648
88.9,5849.0,5138.0,4779.0,4823.0,9.18456,8.66712,8.53776,8.53776
88.91,5821.0,5116.0,4779.0,4807.0,8.53776,8.14968,8.79648,8.66712
88.92,5808.0,5126.0,4784.0,4799.0,7.89096,8.92584,8.79648,8.4084
88.93,5850.0,5137.0,4783.0,4830.0,8.79648,8.4084,8.66712,8.53776
88.94,5819.0,5152.0,4781.0,4847.0,8.92584,8.92584,8.14968,8.53776
88.95,5811.0,5141.0,4790.0,4810.0,8.02032,8.66712,8.53776,8.53776
88.96,5875.0,5137.0,4796.0,4815.0,8.53776,8.79648,8.4084,8.66712
88.97,5850.0,5126.0,4778.0,4839.0,8.92584,8.66712,8.4084,8.79648
88.98,5777.0,5165.0,4765.0,4846.0,8.4084,8.4084,8.27904,8.79648
88.99,5851.0,5113.0,4767.0,4813.0,7.89096,8.66712,8.27904,8.53776
89.0,5898.0,5124.0,4782.0,4831.0,8.4084,8.27904,8.53776,8.4084
89.01,5763.0,5151.0,4785.0,4849.0,8.92584,8.92584,8.4084,8.66712
89.02,5833.0,5122.0,4779.0,4845.0,8.27904,8.27904,8.53776,8.4084
89.03,5912.0,5123.0,4788.0,4808.0,8.02032,8.79648,8.02032,8.53776
89.04,5789.0,5168.0,4805.0,4834.0,8.92584,8.79648,8.4084,8.4084
89.05,5846.0,5130.0,4786.0,4871.0,8.79648,8.4084,8.14968,8.53776
89.06,5918.0,5140.0,4783.0,4849.0,8.14968,8.53776,8.4084,8.66712
89.07,5809.0,5143.0,4800.0,4824.0,7.7616,8.53776,8.66712,8.53776
89.08,5836.0,5149.0,4811.0,4865.0,8.92584,8.53776,8.4084,8.53776
89.09,5889.0,5158.0,4799.0,4876.0,9.18456,8.27904,8.53776,8.53776
89.1,5895.0,5153.0,4813.0,4849.0,8.92584,8.53776,8.4084,8.53776
89.11,5828.0,5151.0,4814.0,4854.0,8.02032,8.66712,8.14968,8.92584
89.12,5890.0,5162.0,4815.0,4889.0,8.79648,8.27904,8.4084,8.66712
89.13,5810.0,5156.0,4803.0,4890.0,8.92584,8.66712,8.27904,8.53776
89.14,5832.0,5133.0,4794.0,4855.0,8.53776,8.27904,8.27904,8.4084
89.15,5899.0,5170.0,4817.0,4861.0,7.89096,8.53776,8.66712,8.4084
89.16,5889.0,5167.0,4829.0,4893.0,8.27904,8.66712,8.4084,8.53776
89.17,5817.0,5118.0,4814.0,4888.0,8.66712,8.4084,8.66712,8.79648
89.18,5905.0,5169.0,4816.0,4867.0,8.92584,8.79648,8.27904,8.66712
89.19,5894.0,5148.0,4833.0,4884.0,8.14968,8.4084,8.53776,8.79648
89.2,5839.0,5153.0,4823.0,4905.0,7.50288,8.4084,8.66712,8.4084
89.21,5889.0,5158.0,4818.0,4876.0,8.79648,8.27904,8.14968,8.53776
89.22,5929.0,5160.0,4830.0,4852.0,8.92584,8.53776,8.53776,8.53776
89.23,5849.0,5172.0,4831.0,4907.0,9.0552,8.79648,8.79648,8.53776
89.24,5883.0,5185.0,4817.0,4914.0,8.14968,8.53776,8.53776,8.4084
89.25,5909.0,5175.0,4809.0,4890.0,8.02032,8.27904,8.66712,8.66712
89.26,5834.0,5181.0,4812.0,4894.0,8.4084,8.53776,8.79648,8.66712
89.27,5882.0,5182.0,4820.0,4924.0,9.18456,8.4084,8.66712,8.53776
89.28,5919.0,5150.0,4818.0,4913.0,9.0552,8.53776,8.66712,8.53776
89.29,5838.0,5194.0,4814.0,4890.0,8.02032,8.53776,8.53776,8.53776
89.3,5899.0,5192.0,4810.0,4917.0,8.02032,8.53776,8.4084,8.53776
89.31,5933.0,5152.0,4813.0,4930.0,8.4084,8.53776,8.79648,8.53776
89.32,5860.0,5174.0,4808.0,4904.0,8.66712,8.27904,8.66712,8.27904
89.33,5904.0,5198.0,4810.0,4899.0,9.0552,8.53776,8.79648,8.4084
89.34,5949.0,5182.0,4825.0,4919.0,8.53776,8.79648,8.66712,8.66712
89.35,5863.0,5174.0,4830.0,4931.0,8.02032,8.14968,8.4084,8.53776
89.36,5886.0,5170.0,4823.0,4896.0,7.89096,8.4084,8.79648,8.53776
89.37,5938.0,5178.0,4831.0,4901.0,8.4084,8.66712,8.66712,8.53776
89.38,5917.0,5179.0,4840.0,4931.0,8.79648,8.27904,8.4084,8.4084
89.39,5866.0,5193.0,4824.0,4939.0,9.0552,8.79648,8.4084,8.79648
89.4,5920.0,5191.0,4829.0,4896.0,8.66712,8.53776,8.4084,8.66712
89.41,5906.0,5192.0,4841.0,4928.0,8.4084,8.53776,8.4084,8.66712
89.42,5887.0,5185.0,4848.0,4954.0,8.14968,8.79648,8.4084,8.4084
89.43,5933.0,5183.0,4840.0,4947.0,8.27904,8.4084,8.79648,8.4084
89.44,5887.0,5228.0,4845.0,4917.0,8.53776,8.53776,8.27904,8.53776
89.45,5904.0,5162.0,4833.0,4950.0,8.79648,8.66712,8.53776,8.79648
89.46,5953.0,5181.0,4848.0,4969.0,9.18456,8.4084,8.79648,8.66712
89.47,5898.0,5197.0,4830.0,4928.0,9.31392,8.53776,8.53776,8.4084
89.48,5889.0,5181.0,4821.0,4926.0,8.02032,9.0552,8.53776,8.53776
89.49,5945.0,5198.0,4844.0,4959.0,7.89096,8.14968,9.0552,8.53776
89.5,5978.0,5184.0,4856.0,4969.0,8.02032,8.53776,8.4084,8.66712
89.51,5874.0,5205.0,4845.0,4933.0,8.27904,8.79648,8.66712,8.4084
89.52,5917.0,5191.0,4843.0,4946.0,8.79648,8.27904,8.53776,8.53776
89.53,5954.0,5204.0,4855.0,4968.0,9.18456,8.66712,8.27904,8.66712
89.54,5882.0,5196.0,4850.0,4964.0,8.79648,8.66712,8.4084,8.4084
89.55,5922.0,5201.0,4851.0,4923.0,8.4084,8.27904,8.53776,8.4084
89.56,5930.0,5190.0,4846.0,4968.0,8.27904,8.66712,8.53776,8.66712
89.57,5909.0,5203.0,4847.0,4984.0,7.7616,8.66712,8.4084,8.66712
89.58,5955.0,5218.0,4834.0,4955.0,8.27904,8.27904,8.4084,8.4084
89.59,5914.0,5198.0,4836.0,4959.0,8.66712,8.4084,8.53776,8.4084
89.6,5921.0,5201.0,4839.0,4982.0,8.92584,8.4084,8.53776,8.53776
89.61,5963.0,5219.0,4843.0,4977.0,9.31392,8.27904,8.66712,8.53776
89.62,5932.0,5181.0,4826.0,4948.0,9.0552,8.53776,8.92584,8.4084
89.63,5904.0,5183.0,4818.0,4967.0,8.27904,8.53776,8.27904,8.53776
89.64,5952.0,5210.0,4810.0,4984.0,8.27904,8.27904,8.53776,8.66712
89.65,5971.0,5188.0,4806.0,4968.0,8.14968,8.4084,8.53776,8.27904
89.66,5878.0,5190.0,4811.0,4954.0,7.63224,8.66712,8.66712,8.4084
89.67,5927.0,5225.0,4823.0,4988.0,8.66712,8.27904,8.92584,8.66712
89.68,5978.0,5217.0,4829.0,5000.0,8.79648,8.53776,8.4084,8.4084
89.69,5898.0,5220.0,4823.0,4963.0,8.66712,8.79648,8.66712,8.4084
89.7,5922.0,5209.0,4820.0,4962.0,9.31392,8.27904,8.66712,8.66712
89.71,5979.0,5222.0,4823.0,4999.0,9.0552,8.4084,8.4084,8.66712
89.72,5924.0,5213.0,4826.0,5009.0,8.53776,8.79648,8.53776,8.27904
89.73,5959.0,5202.0,4832.0,4975.0,8.4084,8.53776,8.79648,8.66712
89.74,5954.0,5202.0,4830.0,4999.0,8.27904,8.4084,8.27904,8.79648
